StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4#1_1,Q4#1_2,Q4#1_3,Q4#1_4,Q4#1_5,Q4#1_6,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37
2021-11-11 12:24:03,2021-11-11 12:26:09,IP Address,104.218.80.138,100,125,True,2021-11-11 12:26:09,R_07kddsx1wziXMyd,,,,,40.81610107421875,-96.7035980224609375,anonymous,EN,027,21,Female,,,,,,Yes,Moderately so,Moderately so,Not at all,Somewhat,Moderately so,Not at all,Not at all,Somewhat,Not at all,Moderately so,Somewhat,Not at all,Somewhat,Somewhat,Moderately so,Moderately so,Not at all,Not at all,Somewhat,Moderately so,agree,neutral,agree,slightly agree,slightly disagree,slightly disagree,agree,slightly agree,disagree,neutral
2021-11-17 12:29:52,2021-11-17 12:32:20,IP Address,104.218.80.138,100,147,True,2021-11-17 12:32:20,R_ZaWjEmkZ0yULckx,,,,,40.81610107421875,-96.7035980224609375,anonymous,EN,028,18,Female,Yes,,,,,,Very much so,Moderately so,Somewhat,Not at all,Moderately so,Not at all,Somewhat,Somewhat,Not at all,Very much so,Moderately so,Not at all,Not at all,Very much so,Somewhat,Moderately so,Not at all,Not at all,Very much so,Somewhat,slightly disagree,agree,neutral,disagree,disagree,disagree,disagree,disagree,slightly disagree,disagree
2022-01-25 13:38:11,2022-01-25 13:40:36,IP Address,104.218.80.138,100,145,True,2022-01-25 13:40:36,R_2axUrGF4gNtLy3I,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,029,18,Female,No,No,Yes,No,No,No,Moderately so,Moderately so,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Moderately so,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,neutral,slightly agree,neutral,slightly disagree,slightly agree,neutral,neutral,neutral,neutral,slightly disagree
2022-01-26 13:31:21,2022-01-26 13:33:16,IP Address,104.218.80.138,100,114,True,2022-01-26 13:33:16,R_2xzxPfjwIRP8IUv,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,030,18,Female,No,No,No,No,No,Yes,Moderately so,Very much so,Not at all,Not at all,Moderately so,Not at all,Not at all,Moderately so,Not at all,Moderately so,Very much so,Not at all,Not at all,Not at all,Moderately so,Moderately so,Not at all,Not at all,Very much so,Very much so,slightly disagree,slightly agree,agree,slightly agree,disagree,slightly disagree,slightly disagree,disagree,slightly disagree,disagree
2022-01-27 13:33:17,2022-01-27 13:35:15,IP Address,104.218.80.138,100,118,True,2022-01-27 13:35:15,R_1M54Go8M7tMpiKZ,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,031,20,Female,No,No,No,No,No,Yes,Somewhat,Somewhat,Moderately so,Moderately so,Not at all,Moderately so,Moderately so,Not at all,Somewhat,Not at all,Not at all,Moderately so,Very much so,Moderately so,Not at all,Not at all,Moderately so,Moderately so,Not at all,Not at all,agree,slightly disagree,agree,slightly agree,slightly agree,slightly agree,agree,slightly agree,agree,slightly agree
2022-01-31 13:29:03,2022-01-31 13:30:52,IP Address,104.218.80.138,100,108,True,2022-01-31 13:30:52,R_1hQNGkalPG4by7p,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,032,22,Male,No,No,No,No,No,Yes,Very much so,Very much so,Somewhat,Not at all,Moderately so,Not at all,Somewhat,Moderately so,Somewhat,Very much so,Moderately so,Somewhat,Not at all,Not at all,Very much so,Moderately so,Somewhat,Not at all,Moderately so,Moderately so,neutral,slightly agree,slightly agree,neutral,agree,disagree,disagree,disagree,slightly disagree,slightly disagree
2022-01-31 14:04:27,2022-01-31 14:07:47,IP Address,104.218.80.138,100,199,True,2022-01-31 14:07:47,R_RxWwnHQylOQZyvf,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,033,19,Male,No,No,No,No,No,Yes,Moderately so,Moderately so,Not at all,Not at all,Moderately so,Not at all,Not at all,Moderately so,Not at all,Moderately so,Moderately so,Not at all,Not at all,Somewhat,Very much so,Moderately so,Not at all,Not at all,Very much so,Moderately so,neutral,slightly agree,slightly agree,neutral,disagree,disagree,slightly agree,agree,disagree,slightly disagree
2022-01-31 14:39:55,2022-01-31 14:41:16,IP Address,104.218.80.138,100,80,True,2022-01-31 14:41:16,R_uaxRTBhjHyxnkfD,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,034,21,Male,,,,,,Yes,Moderately so,Very much so,Somewhat,Not at all,Moderately so,Somewhat,Not at all,Moderately so,Not at all,Moderately so,Moderately so,Not at all,Not at all,Not at all,Moderately so,Moderately so,Somewhat,Not at all,Somewhat,Moderately so,slightly disagree,slightly agree,slightly agree,disagree,disagree,slightly disagree,disagree,disagree,disagree,disagree
2022-02-01 14:25:47,2022-02-01 14:27:52,IP Address,104.218.80.138,100,124,True,2022-02-01 14:27:52,R_3gNvSQOsOwooit0,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,035,20,Female,No,No,No,No,No,Yes,Very much so,Moderately so,Not at all,Not at all,Moderately so,Not at all,Somewhat,Moderately so,Not at all,Very much so,Moderately so,Not at all,Not at all,Somewhat,Moderately so,Moderately so,Moderately so,Not at all,Moderately so,Moderately so,slightly agree,slightly disagree,agree,disagree,neutral,slightly agree,slightly disagree,disagree,slightly disagree,disagree
2022-02-01 15:32:31,2022-02-01 15:34:48,IP Address,104.218.80.138,100,137,True,2022-02-01 15:34:48,R_2CsrG1TVFv6iutu,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,036,21,Female,No,Yes,Yes,No,No,Yes,Very much so,Somewhat,Not at all,Not at all,Moderately so,Not at all,Not at all,Somewhat,Not at all,Moderately so,Somewhat,Not at all,Not at all,Not at all,Moderately so,Somewhat,Not at all,Not at all,Not at all,Somewhat,slightly disagree,slightly agree,slightly agree,disagree,disagree,disagree,disagree,disagree,disagree,slightly agree
2022-02-02 13:34:29,2022-02-02 13:36:07,IP Address,104.218.80.138,100,98,True,2022-02-02 13:36:08,R_Rgz1GDx9sHCbCjn,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,037,18,Female,,,Yes,,,,Very much so,Very much so,Not at all,Not at all,Very much so,Not at all,Somewhat,Moderately so,Not at all,Very much so,Very much so,Somewhat,Not at all,Somewhat,Moderately so,Moderately so,Not at all,Not at all,Very much so,Moderately so,agree,slightly disagree,agree,slightly disagree,neutral,slightly disagree,slightly agree,slightly disagree,disagree,disagree
2022-02-02 14:25:40,2022-02-02 14:27:15,IP Address,104.218.80.138,100,94,True,2022-02-02 14:27:15,R_1esk6u5FhwOc2Rf,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,038,22,Male,No,No,No,No,No,Yes,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,Somewhat,Not at all,Somewhat,Not at all,Somewhat,Moderately so,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Somewhat,Not at all,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,neutral,slightly agree,slightly disagree,agree,slightly agree
2022-02-02 15:20:04,2022-02-02 15:23:06,IP Address,104.218.80.138,100,182,True,2022-02-02 15:23:06,R_SAW15by7wffruOB,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,039,18,Female,Yes,No,No,No,No,Yes,Moderately so,Very much so,Not at all,Somewhat,Moderately so,Not at all,Not at all,Moderately so,Not at all,Very much so,Very much so,Not at all,Not at all,Not at all,Moderately so,Very much so,Not at all,Not at all,Moderately so,Very much so,slightly agree,slightly disagree,agree,neutral,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree
2022-02-04 12:59:50,2022-02-04 13:02:28,IP Address,104.218.80.138,100,158,True,2022-02-04 13:02:28,R_2rSldfdb5zIQAQU,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,040,21,Female,No,No,No,No,No,Yes,Somewhat,Moderately so,Somewhat,Not at all,Somewhat,Not at all,Not at all,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Somewhat,slightly agree,slightly disagree,agree,slightly disagree,slightly disagree,slightly agree,agree,slightly disagree,slightly agree,slightly agree
2022-02-07 14:05:20,2022-02-07 14:07:01,IP Address,104.218.80.138,100,101,True,2022-02-07 14:07:02,R_XA2RdAON9AjHm01,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,041,24,Male,,,,,,Yes,Moderately so,Somewhat,Not at all,Moderately so,Somewhat,Somewhat,Moderately so,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Moderately so,Somewhat,Somewhat,Somewhat,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree
2022-02-08 13:18:42,2022-02-08 13:20:40,IP Address,104.218.80.138,100,117,True,2022-02-08 13:20:40,R_2YWzAhPPIOHA7to,,,,,40.81610107421875,-96.7035980224609375,anonymous,EN,042,21,Female,,,,,,Yes,Somewhat,Moderately so,Moderately so,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Not at all,Somewhat,Moderately so,Not at all,Somewhat,Not at all,Somewhat,Moderately so,Somewhat,Somewhat,Somewhat,Moderately so,neutral,slightly agree,agree,slightly agree,neutral,slightly disagree,slightly agree,slightly agree,agree,disagree
2022-02-08 14:03:16,2022-02-08 14:06:05,IP Address,104.218.80.138,100,169,True,2022-02-08 14:06:05,R_1ozQsichL7tD6r4,,,,,40.81610107421875,-96.7035980224609375,anonymous,EN,043,20,Male,No,No,No,No,No,Yes,Moderately so,Very much so,Somewhat,Somewhat,Moderately so,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Moderately so,Not at all,Somewhat,Moderately so,Moderately so,Moderately so,Somewhat,Not at all,Very much so,Moderately so,disagree,agree,slightly agree,neutral,slightly disagree,slightly disagree,slightly disagree,disagree,slightly disagree,slightly agree
2022-02-09 13:56:27,2022-02-09 13:58:17,IP Address,104.218.80.138,100,110,True,2022-02-09 13:58:17,R_2qeAo3Jk4pbwiTy,,,,,40.81610107421875,-96.7035980224609375,anonymous,EN,044,22,Female,No,No,No,No,No,Yes,Moderately so,Very much so,Not at all,Not at all,Very much so,Not at all,Not at all,Very much so,Not at all,Very much so,Very much so,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,Very much so,neutral,agree,slightly agree,agree,slightly disagree,slightly disagree,disagree,disagree,disagree,disagree
2022-02-09 14:33:12,2022-02-09 14:35:28,IP Address,104.218.80.138,100,136,True,2022-02-09 14:35:28,R_265cCwVv0aeS3ap,,,,,40.81610107421875,-96.7035980224609375,anonymous,EN,045,20,Female,No,No,No,No,No,Yes,Moderately so,Moderately so,Somewhat,Moderately so,Somewhat,Not at all,Not at all,Moderately so,Not at all,Moderately so,Moderately so,Somewhat,Moderately so,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Moderately so,Somewhat,slightly agree,slightly disagree,agree,slightly disagree,slightly agree,neutral,slightly agree,neutral,slightly disagree,neutral
2022-02-11 12:59:18,2022-02-11 13:01:29,IP Address,104.218.80.138,100,131,True,2022-02-11 13:01:30,R_3dWcmi76KqPZM0Z,,,,,40.81610107421875,-96.7035980224609375,anonymous,EN,046,18,Female,No,No,Yes,No,No,No,Moderately so,Moderately so,Not at all,Not at all,Moderately so,Not at all,Somewhat,Moderately so,Not at all,Very much so,Somewhat,Somewhat,Somewhat,Moderately so,Somewhat,Moderately so,Not at all,Not at all,Moderately so,Moderately so,slightly agree,slightly disagree,agree,neutral,neutral,slightly agree,agree,agree,slightly agree,neutral
2022-02-11 15:03:46,2022-02-11 15:06:15,IP Address,104.218.80.138,100,148,True,2022-02-11 15:06:15,R_PMXLzOMsq0LsNxv,,,,,40.81610107421875,-96.7035980224609375,anonymous,EN,047,20,Female,,,,,,Yes,Moderately so,Moderately so,Not at all,Somewhat,Somewhat,Not at all,Not at all,Moderately so,Not at all,Moderately so,Moderately so,Not at all,Somewhat,Somewhat,Moderately so,Somewhat,Somewhat,Not at all,Moderately so,Moderately so,neutral,neutral,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,neutral,slightly disagree
2022-02-16 12:48:42,2022-02-16 12:50:29,IP Address,104.218.80.138,100,106,True,2022-02-16 12:50:29,R_1PShr3u5Nk92U1U,,,,,40.81610107421875,-96.7035980224609375,anonymous,EN,048,"19 ",Female,Yes,,,,,Yes,Very much so,Very much so,Not at all,Not at all,Moderately so,Not at all,Somewhat,Very much so,Not at all,Very much so,Very much so,Somewhat,Not at all,Not at all,Very much so,Very much so,Somewhat,Not at all,Very much so,Very much so,agree,neutral,slightly agree,disagree,slightly agree,neutral,disagree,slightly disagree,neutral,disagree
2022-02-23 13:15:48,2022-02-23 13:17:40,IP Address,104.218.80.138,100,111,True,2022-02-23 13:17:40,R_w0NrtpzvXuRygXD,,,,,40.81610107421875,-96.7035980224609375,anonymous,EN,049,21,Female,No,No,No,No,No,Yes,Very much so,Very much so,Not at all,Not at all,Somewhat,Not at all,Not at all,Moderately so,Not at all,Very much so,Somewhat,Not at all,Not at all,Not at all,Moderately so,Moderately so,Not at all,Not at all,Moderately so,Somewhat,slightly disagree,agree,neutral,slightly disagree,disagree,disagree,disagree,disagree,disagree,disagree
2022-02-23 13:59:04,2022-02-23 14:01:06,IP Address,104.218.80.138,100,122,True,2022-02-23 14:01:07,R_2Bkyr2FZMggbz5Y,,,,,40.81610107421875,-96.7035980224609375,anonymous,EN,050,20,Female,,,,,Yes,Yes,Moderately so,Moderately so,Not at all,Somewhat,Somewhat,Not at all,Not at all,Moderately so,Not at all,Moderately so,Moderately so,Not at all,Not at all,Somewhat,Moderately so,Moderately so,Not at all,Not at all,Moderately so,Somewhat,slightly agree,neutral,slightly agree,slightly disagree,neutral,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree
2022-02-23 14:53:18,2022-02-23 14:55:55,IP Address,104.218.80.138,100,157,True,2022-02-23 14:55:56,R_bqrQyKQS3vYgi09,,,,,40.81610107421875,-96.7035980224609375,anonymous,EN,051,23,Male,,,Yes,,,,Somewhat,Moderately so,Very much so,Somewhat,Somewhat,Not at all,Somewhat,Moderately so,Not at all,Moderately so,Not at all,Somewhat,Somewhat,Somewhat,Moderately so,Very much so,Not at all,Somewhat,Not at all,Moderately so,agree,slightly agree,agree,neutral,slightly agree,neutral,neutral,neutral,slightly disagree,neutral
2022-02-23 15:30:22,2022-02-23 15:32:29,IP Address,104.218.80.138,100,127,True,2022-02-23 15:32:29,R_2tyY632jAFGzC21,,,,,40.81610107421875,-96.7035980224609375,anonymous,EN,052,20,Female,,,,,,Yes,Somewhat,Moderately so,Not at all,Somewhat,Moderately so,Not at all,Not at all,Moderately so,Not at all,Moderately so,Moderately so,Somewhat,Somewhat,Somewhat,Moderately so,Somewhat,Moderately so,Not at all,Moderately so,Moderately so,agree,slightly disagree,slightly agree,slightly disagree,slightly agree,agree,agree,agree,slightly agree,slightly agree
2022-02-28 14:03:12,2022-02-28 14:05:40,IP Address,104.218.80.138,100,147,True,2022-02-28 14:05:40,R_2rjvYY8asTBtvuV,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,053,23,Female,No,No,No,No,No,Yes,Somewhat,Moderately so,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Not at all,Moderately so,Moderately so,Somewhat,Somewhat,Moderately so,Somewhat,Moderately so,Somewhat,Somewhat,Moderately so,Somewhat,neutral,slightly agree,slightly disagree,neutral,slightly agree,slightly disagree,neutral,neutral,slightly agree,neutral
2022-02-28 14:41:12,2022-02-28 14:42:49,IP Address,104.218.80.138,100,96,True,2022-02-28 14:42:49,R_1liTEEt2piJzPQa,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,054,21,Female,No,No,No,No,No,Yes,Moderately so,Moderately so,Somewhat,Somewhat,Somewhat,Somewhat,Moderately so,Moderately so,Not at all,Moderately so,Very much so,Moderately so,Moderately so,Very much so,Somewhat,Moderately so,Moderately so,Somewhat,Moderately so,Moderately so,agree,slightly disagree,agree,slightly disagree,slightly agree,disagree,slightly agree,slightly agree,slightly agree,slightly agree
2022-03-01 10:28:20,2022-03-01 10:30:35,IP Address,104.218.80.138,100,134,True,2022-03-01 10:30:35,R_2e4Ovz9x4yKg9iE,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,055,20,Female,,,,,,Yes,Moderately so,Moderately so,Somewhat,Somewhat,Moderately so,Moderately so,Somewhat,Moderately so,Somewhat,Very much so,Very much so,Somewhat,Somewhat,Very much so,Moderately so,Very much so,Somewhat,Moderately so,Moderately so,Moderately so,slightly disagree,agree,slightly disagree,slightly agree,slightly disagree,slightly agree,agree,slightly agree,slightly agree,disagree
2022-03-01 13:54:58,2022-03-01 13:56:54,IP Address,104.218.80.138,100,116,True,2022-03-01 13:56:54,R_7R2WJVIxNTeBqLf,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,055,20,Female,No,No,No,No,No,Yes,Very much so,Very much so,Not at all,Somewhat,Moderately so,Not at all,Moderately so,Somewhat,Not at all,Very much so,Moderately so,Somewhat,Not at all,Somewhat,Very much so,Moderately so,Somewhat,Somewhat,Moderately so,Very much so,slightly agree,slightly disagree,agree,agree,slightly agree,neutral,agree,agree,neutral,slightly agree
2022-03-02 13:22:31,2022-03-02 13:24:42,IP Address,104.218.80.138,100,131,True,2022-03-02 13:24:42,R_2xPjBx1zIRyyq1B,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,057,20,Female,,,,,,Yes,Somewhat,Somewhat,Moderately so,Somewhat,Somewhat,Not at all,Somewhat,Moderately so,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,agree,slightly disagree,slightly agree,slightly disagree,slightly agree,neutral,slightly agree,neutral,slightly agree,slightly agree
2022-03-02 14:02:14,2022-03-02 14:03:58,IP Address,104.218.80.138,100,103,True,2022-03-02 14:03:58,R_1pFm6BGmyws8pOP,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,058,19,Female,No,No,No,No,Yes,No,Moderately so,Moderately so,Somewhat,Not at all,Moderately so,Not at all,Not at all,Moderately so,Not at all,Very much so,Moderately so,Not at all,Moderately so,Not at all,Somewhat,Moderately so,Not at all,Not at all,Moderately so,Moderately so,disagree,agree,agree,disagree,slightly disagree,disagree,disagree,disagree,slightly disagree,disagree
2022-03-02 15:22:53,2022-03-02 15:24:49,IP Address,104.218.80.138,100,116,True,2022-03-02 15:24:50,R_2vjFarcHgWD0b08,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,059,19,Female,,,,,,Yes,Very much so,Very much so,Not at all,Not at all,Very much so,Not at all,Not at all,Very much so,Not at all,Very much so,Very much so,Not at all,Not at all,Not at all,Very much so,Very much so,Somewhat,Not at all,Very much so,Very much so,neutral,agree,slightly agree,agree,disagree,disagree,disagree,disagree,disagree,disagree
2022-03-03 10:33:09,2022-03-03 10:35:06,IP Address,104.218.80.138,100,116,True,2022-03-03 10:35:06,R_yTN3Wpg9AzooDcd,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,060,19,Female,Yes,No,No,No,No,No,Moderately so,Moderately so,Somewhat,Not at all,Somewhat,Not at all,Somewhat,Moderately so,Not at all,Moderately so,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Moderately so,Not at all,Somewhat,Moderately so,Moderately so,slightly disagree,slightly agree,slightly agree,disagree,slightly disagree,slightly disagree,neutral,neutral,slightly disagree,slightly agree
2022-03-03 11:07:03,2022-03-03 11:09:23,IP Address,104.218.80.138,100,140,True,2022-03-03 11:09:24,R_w5BwdoTMK3PA10Z,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,061,19,Female,No,No,No,No,No,Yes,Somewhat,Somewhat,Moderately so,Not at all,Somewhat,Not at all,Moderately so,Moderately so,Not at all,Somewhat,Somewhat,Not at all,Somewhat,Moderately so,Moderately so,Very much so,Moderately so,Not at all,Very much so,Somewhat,agree,slightly disagree,agree,neutral,slightly disagree,slightly agree,slightly disagree,disagree,slightly agree,neutral
2022-03-07 14:03:40,2022-03-07 14:07:57,IP Address,104.218.80.138,100,257,True,2022-03-07 14:07:58,R_2wRkkXkTUPuauoT,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,062,19,Female,No,No,No,No,No,Yes,Very much so,Moderately so,Not at all,Not at all,Moderately so,Not at all,Not at all,Moderately so,Not at all,Somewhat,Moderately so,Not at all,Not at all,Not at all,Somewhat,Moderately so,Not at all,Somewhat,Very much so,Moderately so,slightly agree,slightly disagree,agree,neutral,slightly disagree,neutral,neutral,neutral,slightly agree,slightly disagree
2022-03-07 14:42:50,2022-03-07 14:44:53,IP Address,104.218.80.138,100,122,True,2022-03-07 14:44:53,R_3DkBw2e7NFfcSz8,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,063,18,Male,,,,,Yes,Yes,Moderately so,Somewhat,Moderately so,Moderately so,Somewhat,Not at all,Moderately so,Somewhat,Moderately so,Somewhat,Somewhat,Moderately so,Moderately so,Not at all,Somewhat,Somewhat,Moderately so,Somewhat,Somewhat,Somewhat,agree,slightly disagree,agree,neutral,agree,slightly agree,agree,neutral,agree,agree
2022-03-10 11:04:50,2022-03-10 11:07:00,IP Address,104.218.80.138,100,129,True,2022-03-10 11:07:00,R_3HoaqXDGcroS0Y5,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,064,23,Female,No,No,No,No,No,Yes,Moderately so,Moderately so,Not at all,Somewhat,Moderately so,Not at all,Somewhat,Moderately so,Not at all,Moderately so,Moderately so,Somewhat,Somewhat,Not at all,Somewhat,Moderately so,Somewhat,Not at all,Moderately so,Moderately so,slightly disagree,slightly agree,agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree
2022-03-23 13:13:40,2022-03-23 13:16:07,IP Address,104.218.80.138,100,147,True,2022-03-23 13:16:07,R_xFrAv1qJjtcqKOd,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,065,19,Female,Yes,No,No,No,No,Yes,Somewhat,Moderately so,Moderately so,Moderately so,Somewhat,Not at all,Not at all,Somewhat,Not at all,Somewhat,Moderately so,Somewhat,Moderately so,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,slightly agree,neutral,slightly agree,agree,slightly disagree,slightly disagree,slightly disagree,disagree,slightly agree,disagree
